alternative_names,classification,first_name,frequency_female,frequency_male,frequency_total,frequency_group,group_name,ratio
,F,ACIDALHA,27,,27,27,ACIDALHA,1.0
ACIDELIA,F,ACIDALIA,549,,549,575,ACIDALIA,1.0
,M,ACIDE,,35,35,35,ACIDE,1.0
,M,ACIDINO,,66,66,66,ACIDINO,1.0
,M,ACIDIO,,109,109,109,ACIDIO,1.0
ACEL|ACIL|ACIOL|AKEL|AKIL,M,ACIEL,,96,96,296,ACIEL,1.0
ACIOLE,F,ACIELE,48,,48,222,ACIOLE,1.0
,F,ACIENE,41,,41,41,ACIENE,1.0
,F,ACILANE,24,,24,24,ACILANE,1.0
,F,ACILDA,289,,289,289,ACILDA,1.0
,M,ACILDO,,239,239,239,ACILDO,1.0
,F,ACILEA,27,,27,27,ACILEA,1.0
ACLEIA,F,ACILEIA,112,,112,176,ACILEIA,1.0
,F,ACILENE,388,,388,388,ACILENE,1.0
ACELIA|ACLAIR,F,ACILIA,109,,109,641,ACELIA,1.0
ACELINA|ACIOLINA,F,ACILINA,54,,54,1083,ACELINA,1.0
ACELINO|ACIOLINO|ACYLINO,M,ACILINO,,207,207,2873,ACELINO,1.0
ACELIO,M,ACILIO,,268,268,821,ACELIO,1.0
,M,ACILO,,36,36,36,ACILO,1.0
ACELON|ACILOM,M,ACILON,,429,429,495,ACILON,1.0
ACIMA,M,ACIMAR,33,297,330,330,ACIMAR,0.9
,M,ACINDINO,,121,121,121,ACINDINO,1.0
,F,ACINEIDE,33,,33,33,ACINEIDE,1.0
,M,ACINELSON,,21,21,21,ACINELSON,1.0
,F,ACINETE,39,,39,39,ACINETE,1.0
,F,ACINTIA,26,,26,26,ACINTIA,1.0
AKIO|AKIYO,M,ACIO,,26,26,553,AKIO,1.0
ACEL|ACIEL|ACIL|AKEL|AKIL,M,ACIOL,,31,31,296,ACIEL,1.0
ACELI|ACELIR|ACELY|ACEOLI|ACIELI|ACIOLY|ACLEI|AKELI,M,ACIOLI,51,215,266,677,ACIOLI,0.8082706766917294
ACELINO|ACILINO|ACYLINO,M,ACIOLINO,,28,28,2873,ACELINO,1.0
ACELI|ACELIR|ACELY|ACEOLI|ACIELI|ACIOLI|ACLEI|AKELI,M,ACIOLY,,49,49,677,ACIOLI,1.0
,M,ACIOMAR,,60,60,60,ACIOMAR,1.0
,F,ACIONE,255,156,411,411,ACIONE,0.6204379562043796
,F,ACIONEIDE,42,,42,42,ACIONEIDE,1.0
ACIONEI|ACIONIR,F,ACIONI,43,24,67,114,ACIONI,0.6417910447761194
ACEIR|ACI|ACY|ACYR|AKI,M,ACIR,106,4594,4700,5973,ACIR,0.9774468085106383
,F,ACIREMA,58,,58,58,ACIREMA,1.0
,F,ACIRENE,48,,48,48,ACIRENE,1.0
AKIRES,F,ACIRES,21,,21,62,AKIRES,1.0
AKIRIA,F,ACIRIA,54,,54,87,ACIRIA,1.0
,M,ACIRIO,,47,47,47,ACIRIO,1.0
,F,ACIRLENE,35,,35,35,ACIRLENE,1.0
AKISA|AKIZA,F,ACISA,20,,20,106,AKISA,1.0
,M,ACISIO,,78,78,78,ACISIO,1.0
,M,ACIVAL,,80,80,80,ACIVAL,1.0
,M,ACIVALDO,,152,152,152,ACIVALDO,1.0
,M,ACKSON,,167,167,167,ACKSON,1.0
ACELIA|ACILIA,F,ACLAIR,117,78,195,641,ACELIA,0.6
,F,ACLECIA,280,,280,280,ACLECIA,1.0
,F,ACLECIANA,34,,34,34,ACLECIANA,1.0
,F,ACLECIANE,32,,32,32,ACLECIANE,1.0
,M,ACLECIANO,,40,40,40,ACLECIANO,1.0
,M,ACLECIO,,566,566,566,ACLECIO,1.0
,M,ACLEDISON,,21,21,21,ACLEDISON,1.0
,M,ACLEDSON,,41,41,41,ACLEDSON,1.0
ACELI|ACELIR|ACELY|ACEOLI|ACIELI|ACIOLI|ACIOLY|AKELI,M,ACLEI,,22,22,677,ACIOLI,1.0
ACILEIA,F,ACLEIA,64,,64,176,ACILEIA,1.0
ACILEIDE,F,ACLEIDE,51,,51,144,ACILEIDE,1.0
ACLAILTON,M,ACLEILTON,,22,22,55,ACLAILTON,1.0
,M,ACLEITON,,43,43,43,ACLEITON,1.0
AKILES,M,ACLES,,50,50,331,AKILES,1.0
,F,ACLESIA,97,,97,97,ACLESIA,1.0
ACLEZIO,M,ACLESIO,,200,200,221,ACLESIO,1.0
,M,ACLIDES,,24,24,24,ACLIDES,1.0
,M,ACLIMAR,,20,20,20,ACLIMAR,1.0
,M,ACLINIO,,31,31,31,ACLINIO,1.0
AKILIS,M,ACLIS,,23,23,123,AKILIS,1.0
,M,ACLISIO,,81,81,81,ACLISIO,1.0
,M,ACRESIO,,29,29,29,ACRESIO,1.0
,F,ACRICIA,48,,48,48,ACRICIA,1.0
,M,ACRICIO,,69,69,69,ACRICIO,1.0
,M,ACRINALDO,,20,20,20,ACRINALDO,1.0
,F,ACRISIA,36,,36,36,ACRISIA,1.0
ACRIZIO,M,ACRISIO,,1335,1335,1680,ACRISIO,1.0
ACRISIO,M,ACRIZIO,,345,345,1680,ACRISIO,1.0
ACZA|AKSA|AKZA,F,ACSA,1751,21,1772,2085,ACSA,0.9881489841986456
AKSEL,M,ACSEL,,39,39,66,ACSEL,1.0
,F,ACSIA,31,,31,31,ACSIA,1.0
AKSON,M,ACSON,,191,191,485,AKSON,1.0
AKSSA,F,ACSSA,61,,61,96,ACSSA,1.0
,M,ACTON,,35,35,35,ACTON,1.0
,F,ACUCENA,490,,490,490,ACUCENA,1.0
,M,ACURCIO,,37,37,37,ACURCIO,1.0
ACEIR|ACI|ACIR|ACYR|AKI,F,ACY,154,131,285,5973,ACIR,0.5403508771929825
ACELINO|ACILINO|ACIOLINO,M,ACYLINO,,34,34,2873,ACELINO,1.0
ACEIR|ACI|ACIR|ACY|AKI,M,ACYR,44,541,585,5973,ACIR,0.9247863247863248
ACSA|AKSA|AKZA,F,ACZA,137,,137,2085,ACSA,1.0
ABA|ADAH|ADAR|ADHA|HADA,F,ADA,5029,266,5295,5583,ADA,0.9497639282341832
ABADIL,M,ADABEL,,32,32,133,ABADIL,1.0
ADACIR|ADACY,F,ADACI,236,72,308,798,ADACIR,0.7662337662337663
HADACIA,F,ADACIA,232,,232,293,ADACIA,1.0
ADACIL,M,ADACIEL,,21,21,48,ADACIL,1.0
,F,ADACILDA,21,,21,21,ADACILDA,1.0
,M,ADACILDO,,28,28,28,ADACILDO,1.0
,M,ADACIO,,62,62,62,ADACIO,1.0
ADACI|ADACY,M,ADACIR,116,320,436,798,ADACIR,0.7339449541284404
,M,ADADILSON,,22,22,22,ADADILSON,1.0
ABEL|ABIAIL|ABIEL|ABIL|ADAHIL|ADAHYL|ADAIL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL,M,ADAEL,,301,301,42182,ABEL,1.0
ABELIO|ABILHIO|ABILIO|ABLIO|ADAILIO|ADALIO|ADELIO|ADILHIO|ADILIO|ADLIO|ADUILIO,M,ADAELIO,,26,26,25665,ABILIO,1.0
ABELMAR|ABILMAR|ADAILMA|ADALMA|ADALMAR|ADEILMA|ADELMA|ADELMAR|ADIELMA|ADILMA|ADILMAR,F,ADAELMA,34,,34,13240,ADELMA,1.0
ABEILSON|ABELSON|ADAELSOM|ADAILSOM|ADAILSON|ADAILZON|ADALSON|ADEILSOM|ADEILSON|ADELSOM|ADELSON|ADELZON|ADEYLSON|ADIELSOM|ADIELSON|ADIILSON|ADILSOM|ADILSON|ADLSOM|ADLSON|ADOILSOM|ADOILSON|ADOLSON|ADUILSON|ADYLSON|HADILSON,M,ADAELSON,,610,610,226962,ADILSON,1.0
ABEILTON|ADAILTOM|ADAILTON|ADALTOM|ADALTON|ADAYLTON|ADEILTOM|ADEILTON|ADELTOM|ADELTON|ADIELTON|ADILTOM|ADILTON|ADOILTON|HADAILTON,M,ADAELTON,,203,203,72318,ADAILTON,1.0
ABENE|ABENER|ADENE|ADENER,F,ADAENE,43,,43,439,ABENER,1.0
ABERCIO|ADERCIO,M,ADAERCIO,,25,25,696,ADERCIO,1.0
,M,ADAGIL,,25,25,25,ADAGIL,1.0
,F,ADAGILDA,37,,37,37,ADAGILDA,1.0
ADAGILZA|ADAJILSA|ADAJILZA,F,ADAGILSA,296,,296,657,ADAGILSA,1.0
ADAGILZO,M,ADAGILSO,,48,48,71,ADAGILSO,1.0
ADAJILSON,M,ADAGILSON,,322,322,363,ADAGILSON,1.0
ADAGILSA|ADAJILSA|ADAJILZA,F,ADAGILZA,283,,283,657,ADAGILSA,1.0
,M,ADAGIR,,66,66,66,ADAGIR,1.0
,F,ADAGMAR,191,36,227,227,ADAGMAR,0.8414096916299559
,M,ADAGOBERTO,,93,93,93,ADAGOBERTO,1.0
,F,ADAGUIMAR,36,,36,36,ADAGUIMAR,1.0
ABA|ADA|ADAR|ADHA|HADA,F,ADAH,47,,47,5583,ADA,1.0
ABEL|ABIAIL|ABIEL|ABIL|ADAEL|ADAHYL|ADAIL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL,M,ADAHIL,21,63,84,42182,ABEL,0.75
ABIA|ADAHYR|ADAI|ADAIR|ADAY|ADAYR|ADIA|HABIA,F,ADAHIR,27,22,49,35049,ADAIR,0.5510204081632653
ABIA|ADAHIR|ADAI|ADAIR|ADAY|ADAYR|ADIA|HABIA,F,ADAHYR,24,,24,35049,ADAIR,1.0
ABIA|ADAHIR|ADAHYR|ADAIR|ADAY|ADAYR|ADIA|HABIA,M,ADAI,83,277,360,35049,ADAIR,0.7694444444444445
,F,ADAIA,34,,34,34,ADAIA,1.0
ADAYANA,F,ADAIANA,435,,435,473,ADAIANA,1.0
ADAYANE,F,ADAIANE,1003,,1003,1076,ADAIANE,1.0
,M,ADAIAS,99,1366,1465,1465,ADAIAS,0.9324232081911262
,F,ADAIDE,279,177,456,456,ADAIDE,0.6118421052631579
,F,ADAIDES,94,93,187,187,ADAIDES,0.5026737967914439
,M,ADAIDO,,99,99,99,ADAIDO,1.0
,F,ADAIENE,23,,23,23,ADAIENE,1.0
ABEL|ABIAIL|ABIEL|ABIL|ADAEL|ADAHIL|ADAHYL|ADAL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL,M,ADAIL,885,5214,6099,42182,ABEL,0.8548942449581899
ABELA|ABELAR|ABILA|ABILHA|ABLA|ADALA|ADALHA|ADEILA|ADELA|ADELAR|ADELHA|ADILA|ADILAR|ADILHA|ADLA|ADLAR|ADOLAR|ADYLA|HADILA|HADLA,F,ADAILA,158,,158,20461,ADELAR,1.0
ABILANE|ADEILANE|ADELANE|ADILANE|ADLANE,F,ADAILANE,42,,42,1614,ADELANE,1.0
ADEILCE|ADELCE|ADILCE|ADULCE,F,ADAILCE,101,,101,885,ADILCE,1.0
ADEILDA|ADELBA|ADELBAR|ADILDA,F,ADAILDA,703,,703,6215,ADEILDA,1.0
ABILDE|ADALBER|ADEILDE|ADILDE,F,ADAILDE,734,119,853,2832,ADEILDE,0.8604923798358733
ABILDES|ADEILDES,F,ADAILDES,428,58,486,1246,ADEILDES,0.8806584362139918
ABEILDO|ADALDO|ADEALDO|ADEILDO|ADELDO|ADILDO|ADOALDO|ADUALDO,M,ADAILDO,,1709,1709,13305,ADEILDO,1.0
ABELIO|ABILHIO|ABILIO|ABLIO|ADAELIO|ADALIO|ADELIO|ADILHIO|ADILIO|ADLIO|ADUILIO,M,ADAILIO,,22,22,25665,ABILIO,1.0
ABELMAR|ABILMAR|ADAELMA|ADALMA|ADALMAR|ADEILMA|ADELMA|ADELMAR|ADIELMA|ADILMA|ADILMAR,F,ADAILMA,961,,961,13240,ADELMA,1.0
ABELO|ABELOR|ABILHO|ABILO|ABLO|ADALHO|ADALO|ADELHO|ADELO|ADELOR|ADILHO|ADILO|ADILOR|ADUILO,M,ADAILO,,73,73,2849,ADILHO,1.0
ADAILZA|ADEILSA|ADEILZA|ADELSA|ADELZA|ADILSA|ADILZA,F,ADAILSA,792,,792,7781,ADEILZA,1.0
ADAILZE|ADEILSE|ADEILZE|ADILSE|ADILZE,F,ADAILSE,68,,68,485,ADILSE,1.0
ADAELSO|ADAILZO|ADALSO|ADEILSO|ADEILZO|ADELSO|ADELZO|ADIELSO|ADILSO,M,ADAILSO,,371,371,7440,ADELSO,1.0
ABEILSON|ABELSON|ADAELSOM|ADAELSON|ADAILSON|ADAILZON|ADALSON|ADEILSOM|ADEILSON|ADELSOM|ADELSON|ADELZON|ADEYLSON|ADIELSOM|ADIELSON|ADIILSON|ADILSOM|ADILSON|ADLSOM|ADLSON|ADOILSOM|ADOILSON|ADOLSON|ADUILSON|ADYLSON|HADILSON,M,ADAILSOM,,525,525,226962,ADILSON,1.0
ABEILSON|ABELSON|ADAELSOM|ADAELSON|ADAILSOM|ADAILZON|ADALSON|ADEILSOM|ADEILSON|ADELSOM|ADELSON|ADELZON|ADEYLSON|ADIELSOM|ADIELSON|ADIILSON|ADILSOM|ADILSON|ADLSOM|ADLSON|ADOILSOM|ADOILSON|ADOLSON|ADUILSON|ADYLSON|HADILSON,M,ADAILSON,71,12326,12397,226962,ADILSON,0.9942728079374042
ADALTA|ADEILTA|ADELTA|ADILTA,F,ADAILTA,146,,146,682,ADALTA,1.0
ADAELTO|ADALTO|ADAULTO|ADEILTO|ADELTO|ADILTO,M,ADAILTO,,3266,3266,27206,ADALTO,1.0
ABEILTON|ADAELTON|ADAILTON|ADALTOM|ADALTON|ADAYLTON|ADEILTOM|ADEILTON|ADELTOM|ADELTON|ADIELTON|ADILTOM|ADILTON|ADOILTON|HADAILTON,M,ADAILTOM,,1777,1777,72318,ADAILTON,1.0
ABEILTON|ADAELTON|ADAILTOM|ADALTOM|ADALTON|ADAYLTON|ADEILTOM|ADEILTON|ADELTOM|ADELTON|ADIELTON|ADILTOM|ADILTON|ADOILTON|HADAILTON,M,ADAILTON,141,43434,43575,72318,ADAILTON,0.9967641996557659
ADALVA|ADEILVA|ADELVA|ADELVAR|ADILVA,F,ADAILVA,88,,88,1252,ADALVA,1.0
ADAILSA|ADEILSA|ADEILZA|ADELSA|ADELZA|ADILSA|ADILZA,F,ADAILZA,1693,,1693,7781,ADEILZA,1.0
ADAILSE|ADEILSE|ADEILZE|ADILSE|ADILZE,F,ADAILZE,36,,36,485,ADILSE,1.0
ADAELSO|ADAILSO|ADALSO|ADEILSO|ADEILZO|ADELSO|ADELZO|ADIELSO|ADILSO,M,ADAILZO,,82,82,7440,ADELSO,1.0
ABIANA|ADIANA,F,ADAINA,69,,69,1146,ADIANA,1.0
ABIANE|ADIANE,F,ADAINE,146,,146,807,ADIANE,1.0
ABIA|ADAHIR|ADAHYR|ADAI|ADAY|ADAYR|ADIA|HABIA,M,ADAIR,4673,28647,33320,35049,ADAIR,0.8597539015606243
ADIARA,F,ADAIRA,150,,150,186,ADAIRA,1.0
,F,ADAIRES,174,116,290,290,ADAIRES,0.6
,M,ADAIRO,,61,61,61,ADAIRO,1.0
,M,ADAIRSON,,43,43,43,ADAIRSON,1.0
,M,ADAIRTO,,58,58,58,ADAIRTO,1.0
,M,ADAIRTON,,435,435,435,ADAIRTON,1.0
ABIAS|ADIAS,F,ADAIS,126,74,200,1088,ABIAS,0.63
ADAIZA,F,ADAISA,463,,463,772,ADAISA,1.0
ADAIZE,F,ADAISE,284,,284,404,ADAISE,1.0
ADAIZO,M,ADAISO,,66,66,98,ADAISO,1.0
,M,ADAITO,,146,146,146,ADAITO,1.0
ADAITOM,M,ADAITON,,1349,1349,1466,ADAITON,1.0
,M,ADAIU,34,161,195,195,ADAIU,0.8256410256410256
ADAISA,F,ADAIZA,309,,309,772,ADAISA,1.0
ADAISE,F,ADAIZE,120,,120,404,ADAISE,1.0
ADAISIO,M,ADAIZIO,,20,20,66,ADAISIO,1.0
ADAISO,M,ADAIZO,,32,32,98,ADAISO,1.0
ABEL|ABIAIL|ABIEL|ABIL|ADAEL|ADAHIL|ADAHYL|ADAIL|ADAYL|ADEIL|ADEL|ADIEL|ADIL|ADOEL|ADUIL|ADYEL|ADYL,M,ADAL,,52,52,42182,ABEL,1.0
ABELA|ABELAR|ABILA|ABILHA|ABLA|ADAILA|ADALHA|ADEILA|ADELA|ADELAR|ADELHA|ADILA|ADILAR|ADILHA|ADLA|ADLAR|ADOLAR|ADYLA|HADILA|HADLA,F,ADALA,99,,99,20461,ADELAR,1.0
ABELARDO|ADELARDO,M,ADALARDO,,44,44,5898,ABELARDO,1.0
ABILDE|ADAILDE|ADEILDE|ADILDE,M,ADALBER,,35,35,2832,ADEILDE,1.0
,M,ADALBERIO,,46,46,46,ADALBERIO,1.0
ADALBEROM,M,ADALBERON,,394,394,436,ADALBERON,1.0
,M,ADALBERT,,161,161,161,ADALBERT,1.0
,F,ADALBERTA,141,,141,141,ADALBERTA,1.0
ABALBERTO|ADALDERTO|ADELBERTO|ADILBERTO|ADLBERTO|ADOLBERTO,M,ADALBERTO,151,47995,48146,48655,ADALBERTO,0.9968637062268932
,M,ADALBETO,,327,327,327,ADALBETO,1.0
ADALCIR|ADALCY|ADELCI|ADELCIR|ADELCY,F,ADALCI,318,220,538,1813,ADELCI,0.5910780669144982
ADELCIDES,M,ADALCIDES,,42,42,149,ADELCIDES,1.0
ADELCILENE|ADILCILENE,F,ADALCILENE,37,,37,113,ADILCILENE,1.0
ADELCIMAR|ADILCIMAR,M,ADALCIMAR,,58,58,255,ADELCIMAR,1.0
ADELCINA,F,ADALCINA,396,,396,678,ADALCINA,1.0
,F,ADALCINDA,37,,37,37,ADALCINDA,1.0
,M,ADALCINDO,,49,49,49,ADALCINDO,1.0
ADELCINO,M,ADALCINO,,297,297,575,ADALCINO,1.0
ADAELCIO|ADELCIO|ADILCIO|ADULCIO,M,ADALCIO,,105,105,3321,ADELCIO,1.0
ADALCI|ADALCY|ADELCI|ADELCIR|ADELCY,M,ADALCIR,66,164,230,1813,ADELCI,0.7130434782608696
ADELCIRA,F,ADALCIRA,49,,49,81,ADALCIRA,1.0
ADALCI|ADALCIR|ADELCI|ADELCIR|ADELCY,F,ADALCY,65,33,98,1813,ADELCI,0.6632653061224489
ABEILDO|ADAILDO|ADEALDO|ADEILDO|ADELDO|ADILDO|ADOALDO|ADUALDO,M,ADALDO,,140,140,13305,ADEILDO,1.0
ADILEA|ADLEA,F,ADALEA,32,,32,211,ADILEA,1.0
ADILECIO,M,ADALECIO,,187,187,210,ADALECIO,1.0
ADELEIA|ADILEIA|ADLEIA,F,ADALEIA,194,,194,1423,ADILEIA,1.0
ADELENA|ADILENA,F,ADALENA,37,,37,181,ADILENA,1.0
ABILENE|ABLENE|ADELENE|ADILENE|ADLENE,F,ADALENE,90,,90,3996,ADILENE,1.0
ADILETE,F,ADALETE,103,,103,139,ADALETE,1.0
,M,ADALEX,,26,26,26,ADALEX,1.0
ADELFO|ADLFO|ADOLFO|ADOLPHO,M,ADALFO,,31,31,18551,ADOLFO,1.0
ADELFRAN,M,ADALFRAN,,21,21,62,ADELFRAN,1.0
,M,ADALFREDO,,43,43,43,ADALFREDO,1.0
ADALGILSA,F,ADALGILZA,63,,63,147,ADALGILSA,1.0
,F,ADALGINA,45,,45,45,ADALGINA,1.0
,M,ADALGIR,,34,34,34,ADALGIR,1.0
ADALGIZA|ADALJISA|ADALJIZA,F,ADALGISA,9541,24,9565,14212,ADALGISA,0.9974908520648197
ADALGIZIA,F,ADALGISIA,155,,155,218,ADALGISIA,1.0
ADALGIZIO|ADELGISIO,M,ADALGISIO,,202,202,260,ADALGISIO,1.0
ADALGIZO,M,ADALGISO,,390,390,517,ADALGISO,1.0
ADALGISA|ADALJISA|ADALJIZA,F,ADALGIZA,4343,,4343,14212,ADALGISA,1.0
ADALGISIA,F,ADALGIZIA,63,,63,218,ADALGISIA,1.0
ADALGISIO|ADELGISIO,M,ADALGIZIO,,38,38,260,ADALGISIO,1.0
ADALGISO,M,ADALGIZO,,127,127,517,ADALGISO,1.0
ABELA|ABELAR|ABILA|ABILHA|ABLA|ADAILA|ADALA|ADEILA|ADELA|ADELAR|ADELHA|ADILA|ADILAR|ADILHA|ADLA|ADLAR|ADOLAR|ADYLA|HADILA|HADLA,F,ADALHA,100,,100,20461,ADELAR,1.0
ABELI|ABILI|ADAELI|ADALIR|ADALY|ADELEI|ADELI|ADELIR|ADELY|ADIELI|ADIELY|ADILEI|ADILEY|ADILI|ADLEI|ADLEY|ADLI|ADLY|ADOLI|ADOLIR|HADLEY,F,ADALI,77,37,114,8037,ADELIR,0.6754385964912281
ABELAIR|ABELIA|ABILIA|ADALHIA|ADELAI|ADELAIR|ADELHIA|ADELIA|ADILAI|ADILAIR|ADILIA|ADLAI|ADLAIR|ADLIA,F,ADALIA,2130,,2130,42957,ADELIA,1.0
ADELAINA|ADELIANA|ADILIANA,F,ADALIANA,33,,33,544,ADELIANA,1.0
ABILIANE|ADELAINE|ADELAYNE|ADELIANE|ADILAINE|ADILIANE|ADLAINE,F,ADALIANE,57,,57,3944,ADELAINE,1.0
ADELIBIO|ADELIDIO,M,ADALIBIO,,25,25,185,ADELIDIO,1.0
ABELICE|ADELICE,F,ADALICE,1116,25,1141,5069,ADELICE,0.9780893952673094
ADELICI,F,ADALICI,28,,28,165,ADELICI,1.0
ABELICIA|ADELICIA,F,ADALICIA,128,,128,1643,ADELICIA,1.0
ABELICIO|ADELICIO,M,ADALICIO,,835,835,2251,ADELICIO,1.0
ADELIDA,F,ADALIDA,26,,26,62,ADELIDA,1.0
ADELIENE,F,ADALIENE,21,,21,114,ADELIENE,1.0
ABELINE|ADELINE|ADILINE|ADLINE,F,ADALINE,113,,113,1749,ADELINE,1.0
ABELIO|ABILHIO|ABILIO|ABLIO|ADAELIO|ADAILIO|ADELIO|ADILHIO|ADILIO|ADLIO|ADUILIO,M,ADALIO,,367,367,25665,ABILIO,1.0
ADELIPIO,M,ADALIPIO,,26,26,46,ADALIPIO,1.0
ABELI|ABILI|ADAELI|ADALI|ADALY|ADELEI|ADELI|ADELIR|ADELY|ADIELI|ADIELY|ADILEI|ADILEY|ADILI|ADLEI|ADLEY|ADLI|ADLY|ADOLI|ADOLIR|HADLEY,F,ADALIR,47,31,78,8037,ADELIR,0.6025641025641025
ADELIRA,F,ADALIRA,32,,32,197,ADELIRA,1.0
ADELIRIA,F,ADALIRIA,24,,24,153,ADELIRIA,1.0
ABELIRIO|ADELIRIO,M,ADALIRIO,,48,48,469,ADELIRIO,1.0
ADELIS|ADELIZ|ADILIS|ADLIZ,F,ADALIS,24,,24,769,ADILIS,1.0
ADALIZA|ADELISA|ADELIZA,F,ADALISA,83,,83,346,ADELISA,1.0
ADELISIO|ADELIZIO,M,ADALISIO,,38,38,121,ADELISIO,1.0
,F,ADALIVIA,22,,22,22,ADALIVIA,1.0
ADALISA|ADELISA|ADELIZA,F,ADALIZA,47,,47,346,ADELISA,1.0
ABELMAR|ABILMAR|ADAELMA|ADAILMA|ADALMAR|ADEILMA|ADELMA|ADELMAR|ADIELMA|ADILMA|ADILMAR,F,ADALMA,59,,59,13240,ADELMA,1.0
ABELMAR|ABILMAR|ADAELMA|ADAILMA|ADALMA|ADEILMA|ADELMA|ADELMAR|ADIELMA|ADILMA|ADILMAR,M,ADALMAR,,41,41,13240,ADELMA,1.0
ADELMARIO,M,ADALMARIO,,68,68,333,ADELMARIO,1.0
ADALMIR|ADELMI|ADELMIR,M,ADALMI,20,45,65,2317,ADALMIR,0.6923076923076923
ADALMI|ADELMI|ADELMIR,M,ADALMIR,43,1310,1353,2317,ADALMIR,0.9682187730968219
ADELMIRA,F,ADALMIRA,150,,150,363,ADELMIRA,1.0
ADELMIRO,M,ADALMIRO,,183,183,414,ADELMIRO,1.0
ADAELMO|ADEILMO|ADELMO|ADIELMO|ADILMO,M,ADALMO,,322,322,16761,ADELMO,1.0
ADALRIR,M,ADALRI,,170,170,194,ADALRI,1.0
ADALRI,M,ADALRIR,,24,24,194,ADALRI,1.0
ADAELSO|ADAILSO|ADAILZO|ADEILSO|ADEILZO|ADELSO|ADELZO|ADIELSO|ADILSO,M,ADALSO,,30,30,7440,ADELSO,1.0
ABEILSON|ABELSON|ADAELSOM|ADAELSON|ADAILSOM|ADAILSON|ADAILZON|ADEILSOM|ADEILSON|ADELSOM|ADELSON|ADELZON|ADEYLSON|ADIELSOM|ADIELSON|ADIILSON|ADILSOM|ADILSON|ADLSOM|ADLSON|ADOILSOM|ADOILSON|ADOLSON|ADUILSON|ADYLSON|HADILSON,M,ADALSON,,122,122,226962,ADILSON,1.0
ADAILTA|ADEILTA|ADELTA|ADILTA,F,ADALTA,352,,352,682,ADALTA,1.0
ADELTINO,M,ADALTINO,,81,81,137,ADALTINO,1.0
,F,ADALTIVA,321,,321,321,ADALTIVA,1.0
,M,ADALTIVO,,46,46,46,ADALTIVO,1.0
ADAELTO|ADAILTO|ADAULTO|ADEILTO|ADELTO|ADILTO,M,ADALTO,66,22060,22126,27206,ADALTO,0.9970170839736057
ABEILTON|ADAELTON|ADAILTOM|ADAILTON|ADALTON|ADAYLTON|ADEILTOM|ADEILTON|ADELTOM|ADELTON|ADIELTON|ADILTOM|ADILTON|ADOILTON|HADAILTON,M,ADALTOM,,292,292,72318,ADAILTON,1.0
ABEILTON|ADAELTON|ADAILTOM|ADAILTON|ADALTOM|ADAYLTON|ADEILTOM|ADEILTON|ADELTOM|ADELTON|ADIELTON|ADILTOM|ADILTON|ADOILTON|HADAILTON,M,ADALTON,27,7454,7481,72318,ADAILTON,0.9963908568373212
,M,ADALTRO,,129,129,129,ADALTRO,1.0
ADELUCIA|ADILUCIA,F,ADALUCIA,118,,118,409,ADELUCIA,1.0
ADAILVA|ADEILVA|ADELVA|ADELVAR|ADILVA,F,ADALVA,925,,925,1252,ADALVA,1.0
ADELVAM|ADELVAN|ADILVAN,M,ADALVAN,,86,86,1085,ADELVAN,1.0
ADALVANIR|ADELVANI|ADELVANIR,F,ADALVANI,46,,46,215,ADELVANI,1.0
ADALVANI|ADELVANI|ADELVANIR,F,ADALVANIR,25,,25,215,ADELVANI,1.0
ADELVINA,F,ADALVINA,194,,194,455,ADELVINA,1.0
ADELVINO,M,ADALVINO,,69,69,266,ADELVINO,1.0
,M,ADALVIR,,23,23,23,ADALVIR,1.0
ADELVO|ADILVO|ADOLVO,M,ADALVO,,247,247,431,ADALVO,1.0
ADALSINA|ADELSINA|ADELZINA,F,ADALZINA,48,,48,288,ADELSINA,1.0
ADALSIRA|ADELSIRA|ADELZIRA,F,ADALZIRA,497,,497,784,ADALZIRA,1.0
ADELZIRO,M,ADALZIRO,,24,24,87,ADELZIRO,1.0
ADALSISA|ADALSIZA|ADALZIZA,F,ADALZISA,103,,103,601,ADALZIZA,1.0
ADALSISA|ADALSIZA|ADALZISA,F,ADALZIZA,383,,383,601,ADALZIZA,1.0
,M,ADALZIZO,,28,28,28,ADALZIZO,1.0
ADAN|ADANN|ADHAM|ADHAN|HADAM|HADAN,M,ADAM,49,2733,2782,5702,ADAM,0.9823867721063982
ADAMAR,F,ADAMA,23,,23,156,ADAMAR,1.0
ADAMA,M,ADAMAR,23,110,133,156,ADAMAR,0.8270676691729323
,F,ADAMARA,29,,29,29,ADAMARA,1.0
,F,ADAMARES,60,,60,60,ADAMARES,1.0
,M,ADAMARIO,,39,39,39,ADAMARIO,1.0
,F,ADAMARIS,116,,116,116,ADAMARIS,1.0
ADAMAZIO,M,ADAMASIO,,72,72,105,ADAMASIO,1.0
,M,ADAMASTOR,,854,854,854,ADAMASTOR,1.0
ADAMASIO,M,ADAMAZIO,,33,33,105,ADAMASIO,1.0
,M,ADAME,,23,23,23,ADAME,1.0
